CELLX,CELLY,CLAT,CLONG,CX,CY
-60,-1923,-14.197626,-170.4503666,-48600,-1557630
-59,-1923,-14.1976393,-170.4428605,-47790,-1557630
-58,-1923,-14.1976524,-170.4353544,-46980,-1557630
-57,-1923,-14.1976653,-170.4278484,-46170,-1557630
-56,-1923,-14.1976779,-170.4203423,-45360,-1557630
-55,-1923,-14.1976903,-170.4128362,-44550,-1557630
-54,-1923,-14.1977025,-170.4053301,-43740,-1557630
-53,-1923,-14.1977145,-170.397824,-42930,-1557630
-52,-1923,-14.1977262,-170.3903179,-42120,-1557630
-51,-1923,-14.1977378,-170.3828118,-41310,-1557630
-50,-1923,-14.1977491,-170.3753057,-40500,-1557630
-49,-1923,-14.1977601,-170.3677996,-39690,-1557630
-48,-1923,-14.197771,-170.3602935,-38880,-1557630
-47,-1923,-14.1977816,-170.3527874,-38070,-1557630
-46,-1923,-14.197792,-170.3452812,-37260,-1557630
-45,-1923,-14.1978022,-170.3377751,-36450,-1557630
-44,-1923,-14.1978122,-170.330269,-35640,-1557630
-43,-1923,-14.1978219,-170.3227629,-34830,-1557630
-42,-1923,-14.1978314,-170.3152568,-34020,-1557630
-41,-1923,-14.1978407,-170.3077507,-33210,-1557630
-40,-1923,-14.1978497,-170.3002446,-32400,-1557630
-39,-1923,-14.1978586,-170.2927385,-31590,-1557630
-38,-1923,-14.1978672,-170.2852324,-30780,-1557630
-37,-1923,-14.1978756,-170.2777263,-29970,-1557630
-36,-1923,-14.1978838,-170.2702202,-29160,-1557630
-35,-1923,-14.1978917,-170.2627141,-28350,-1557630
-34,-1923,-14.1978994,-170.255208,-27540,-1557630
-33,-1923,-14.1979069,-170.2477018,-26730,-1557630
-32,-1923,-14.1979142,-170.2401957,-25920,-1557630
-31,-1923,-14.1979212,-170.2326896,-25110,-1557630
-30,-1923,-14.1979281,-170.2251835,-24300,-1557630
-29,-1923,-14.1979347,-170.2176774,-23490,-1557630
-28,-1923,-14.197941,-170.2101713,-22680,-1557630
-27,-1923,-14.1979472,-170.2026652,-21870,-1557630
-26,-1923,-14.1979531,-170.1951591,-21060,-1557630
-25,-1923,-14.1979588,-170.1876529,-20250,-1557630
-24,-1923,-14.1979643,-170.1801468,-19440,-1557630
-23,-1923,-14.1979696,-170.1726407,-18630,-1557630
-22,-1923,-14.1979746,-170.1651346,-17820,-1557630
-21,-1923,-14.1979794,-170.1576285,-17010,-1557630
-20,-1923,-14.197984,-170.1501224,-16200,-1557630
-19,-1923,-14.1979884,-170.1426162,-15390,-1557630
-18,-1923,-14.1979925,-170.1351101,-14580,-1557630
-17,-1923,-14.1979964,-170.127604,-13770,-1557630
-16,-1923,-14.1980001,-170.1200979,-12960,-1557630
-15,-1923,-14.1980036,-170.1125918,-12150,-1557630
-14,-1923,-14.1980068,-170.1050857,-11340,-1557630
-13,-1923,-14.1980098,-170.0975795,-10530,-1557630
-12,-1923,-14.1980126,-170.0900734,-9720,-1557630
-11,-1923,-14.1980152,-170.0825673,-8910,-1557630
-10,-1923,-14.1980176,-170.0750612,-8100,-1557630
-9,-1923,-14.1980197,-170.0675551,-7290,-1557630
-8,-1923,-14.1980216,-170.060049,-6480,-1557630
-7,-1923,-14.1980233,-170.0525428,-5670,-1557630
-6,-1923,-14.1980247,-170.0450367,-4860,-1557630
-5,-1923,-14.198026,-170.0375306,-4050,-1557630
-4,-1923,-14.198027,-170.0300245,-3240,-1557630
-3,-1923,-14.1980277,-170.0225184,-2430,-1557630
-2,-1923,-14.1980283,-170.0150122,-1620,-1557630
-1,-1923,-14.1980286,-170.0075061,-810,-1557630
0,-1923,-14.1980288,-170,0,-1557630
1,-1923,-14.1980286,-169.9924939,810,-1557630
2,-1923,-14.1980283,-169.9849878,1620,-1557630
3,-1923,-14.1980277,-169.9774816,2430,-1557630
4,-1923,-14.198027,-169.9699755,3240,-1557630
5,-1923,-14.198026,-169.9624694,4050,-1557630
6,-1923,-14.1980247,-169.9549633,4860,-1557630
7,-1923,-14.1980233,-169.9474572,5670,-1557630
8,-1923,-14.1980216,-169.939951,6480,-1557630
9,-1923,-14.1980197,-169.9324449,7290,-1557630
10,-1923,-14.1980176,-169.9249388,8100,-1557630
11,-1923,-14.1980152,-169.9174327,8910,-1557630
12,-1923,-14.1980126,-169.9099266,9720,-1557630
13,-1923,-14.1980098,-169.9024205,10530,-1557630
14,-1923,-14.1980068,-169.8949143,11340,-1557630
15,-1923,-14.1980036,-169.8874082,12150,-1557630
16,-1923,-14.1980001,-169.8799021,12960,-1557630
17,-1923,-14.1979964,-169.872396,13770,-1557630
18,-1923,-14.1979925,-169.8648899,14580,-1557630
19,-1923,-14.1979884,-169.8573838,15390,-1557630
20,-1923,-14.197984,-169.8498776,16200,-1557630
21,-1923,-14.1979794,-169.8423715,17010,-1557630
22,-1923,-14.1979746,-169.8348654,17820,-1557630
23,-1923,-14.1979696,-169.8273593,18630,-1557630
24,-1923,-14.1979643,-169.8198532,19440,-1557630
25,-1923,-14.1979588,-169.8123471,20250,-1557630
26,-1923,-14.1979531,-169.8048409,21060,-1557630
27,-1923,-14.1979472,-169.7973348,21870,-1557630
28,-1923,-14.197941,-169.7898287,22680,-1557630
29,-1923,-14.1979347,-169.7823226,23490,-1557630
30,-1923,-14.1979281,-169.7748165,24300,-1557630
31,-1923,-14.1979212,-169.7673104,25110,-1557630
32,-1923,-14.1979142,-169.7598043,25920,-1557630
33,-1923,-14.1979069,-169.7522982,26730,-1557630
34,-1923,-14.1978994,-169.744792,27540,-1557630
35,-1923,-14.1978917,-169.7372859,28350,-1557630
36,-1923,-14.1978838,-169.7297798,29160,-1557630
37,-1923,-14.1978756,-169.7222737,29970,-1557630
38,-1923,-14.1978672,-169.7147676,30780,-1557630
39,-1923,-14.1978586,-169.7072615,31590,-1557630
40,-1923,-14.1978497,-169.6997554,32400,-1557630
41,-1923,-14.1978407,-169.6922493,33210,-1557630
42,-1923,-14.1978314,-169.6847432,34020,-1557630
43,-1923,-14.1978219,-169.6772371,34830,-1557630
44,-1923,-14.1978122,-169.669731,35640,-1557630
45,-1923,-14.1978022,-169.6622249,36450,-1557630
46,-1923,-14.197792,-169.6547188,37260,-1557630
47,-1923,-14.1977816,-169.6472126,38070,-1557630
48,-1923,-14.197771,-169.6397065,38880,-1557630
49,-1923,-14.1977601,-169.6322004,39690,-1557630
50,-1923,-14.1977491,-169.6246943,40500,-1557630
51,-1923,-14.1977378,-169.6171882,41310,-1557630
52,-1923,-14.1977262,-169.6096821,42120,-1557630
53,-1923,-14.1977145,-169.602176,42930,-1557630
54,-1923,-14.1977025,-169.5946699,43740,-1557630
55,-1923,-14.1976903,-169.5871638,44550,-1557630
56,-1923,-14.1976779,-169.5796577,45360,-1557630
57,-1923,-14.1976653,-169.5721516,46170,-1557630
58,-1923,-14.1976524,-169.5646456,46980,-1557630
59,-1923,-14.1976393,-169.5571395,47790,-1557630
60,-1923,-14.197626,-169.5496334,48600,-1557630
61,-1923,-14.1976124,-169.5421273,49410,-1557630
62,-1923,-14.1975987,-169.5346212,50220,-1557630
63,-1923,-14.1975847,-169.5271151,51030,-1557630
64,-1923,-14.1975705,-169.519609,51840,-1557630
65,-1923,-14.1975561,-169.5121029,52650,-1557630
66,-1923,-14.1975414,-169.5045968,53460,-1557630
67,-1923,-14.1975265,-169.4970907,54270,-1557630
68,-1923,-14.1975114,-169.4895846,55080,-1557630
69,-1923,-14.1974961,-169.4820786,55890,-1557630
70,-1923,-14.1974805,-169.4745725,56700,-1557630
71,-1923,-14.1974648,-169.4670664,57510,-1557630
72,-1923,-14.1974488,-169.4595603,58320,-1557630
73,-1923,-14.1974325,-169.4520542,59130,-1557630
74,-1923,-14.1974161,-169.4445481,59940,-1557630
75,-1923,-14.1973994,-169.4370421,60750,-1557630
76,-1923,-14.1973825,-169.429536,61560,-1557630
77,-1923,-14.1973654,-169.4220299,62370,-1557630
78,-1923,-14.1973481,-169.4145238,63180,-1557630
79,-1923,-14.1973305,-169.4070178,63990,-1557630
80,-1923,-14.1973127,-169.3995117,64800,-1557630
81,-1923,-14.1972947,-169.3920056,65610,-1557630
82,-1923,-14.1972765,-169.3844995,66420,-1557630
83,-1923,-14.197258,-169.3769935,67230,-1557630
84,-1923,-14.1972393,-169.3694874,68040,-1557630
85,-1923,-14.1972204,-169.3619813,68850,-1557630
86,-1923,-14.1972013,-169.3544753,69660,-1557630
87,-1923,-14.1971819,-169.3469692,70470,-1557630
88,-1923,-14.1971624,-169.3394631,71280,-1557630
89,-1923,-14.1971425,-169.3319571,72090,-1557630
-113,-1922,-14.1892812,-170.8481621,-91530,-1556820
-112,-1922,-14.1893064,-170.8406563,-90720,-1556820
-111,-1922,-14.1893313,-170.8331505,-89910,-1556820
-110,-1922,-14.189356,-170.8256447,-89100,-1556820
-109,-1922,-14.1893805,-170.8181389,-88290,-1556820
-108,-1922,-14.1894048,-170.8106331,-87480,-1556820
-107,-1922,-14.1894289,-170.8031273,-86670,-1556820
-106,-1922,-14.1894527,-170.7956215,-85860,-1556820
-105,-1922,-14.1894763,-170.7881157,-85050,-1556820
-104,-1922,-14.1894997,-170.7806099,-84240,-1556820
-103,-1922,-14.1895228,-170.7731041,-83430,-1556820
-102,-1922,-14.1895458,-170.7655983,-82620,-1556820
-101,-1922,-14.1895685,-170.7580924,-81810,-1556820
-100,-1922,-14.189591,-170.7505866,-81000,-1556820
-99,-1922,-14.1896132,-170.7430808,-80190,-1556820
-98,-1922,-14.1896353,-170.735575,-79380,-1556820
-97,-1922,-14.1896571,-170.7280692,-78570,-1556820
-96,-1922,-14.1896787,-170.7205633,-77760,-1556820
-95,-1922,-14.1897001,-170.7130575,-76950,-1556820
-94,-1922,-14.1897212,-170.7055517,-76140,-1556820
-93,-1922,-14.1897421,-170.6980458,-75330,-1556820
-92,-1922,-14.1897628,-170.69054,-74520,-1556820
-91,-1922,-14.1897833,-170.6830342,-73710,-1556820
-90,-1922,-14.1898035,-170.6755284,-72900,-1556820
-89,-1922,-14.1898236,-170.6680225,-72090,-1556820
-88,-1922,-14.1898434,-170.6605167,-71280,-1556820
-87,-1922,-14.189863,-170.6530108,-70470,-1556820
-86,-1922,-14.1898823,-170.645505,-69660,-1556820
-85,-1922,-14.1899014,-170.6379992,-68850,-1556820
-84,-1922,-14.1899203,-170.6304933,-68040,-1556820
-83,-1922,-14.189939,-170.6229875,-67230,-1556820
-82,-1922,-14.1899575,-170.6154817,-66420,-1556820
-81,-1922,-14.1899757,-170.6079758,-65610,-1556820
-80,-1922,-14.1899937,-170.60047,-64800,-1556820
-79,-1922,-14.1900115,-170.5929641,-63990,-1556820
-78,-1922,-14.1900291,-170.5854583,-63180,-1556820
-77,-1922,-14.1900464,-170.5779524,-62370,-1556820
-76,-1922,-14.1900635,-170.5704466,-61560,-1556820
-75,-1922,-14.1900804,-170.5629407,-60750,-1556820
-74,-1922,-14.1900971,-170.5554349,-59940,-1556820
-73,-1922,-14.1901136,-170.547929,-59130,-1556820
-72,-1922,-14.1901298,-170.5404232,-58320,-1556820
-71,-1922,-14.1901458,-170.5329173,-57510,-1556820
-70,-1922,-14.1901615,-170.5254115,-56700,-1556820
-69,-1922,-14.1901771,-170.5179056,-55890,-1556820
-68,-1922,-14.1901924,-170.5103998,-55080,-1556820
-67,-1922,-14.1902075,-170.5028939,-54270,-1556820
-66,-1922,-14.1902224,-170.495388,-53460,-1556820
-65,-1922,-14.1902371,-170.4878822,-52650,-1556820
-64,-1922,-14.1902515,-170.4803763,-51840,-1556820
-63,-1922,-14.1902657,-170.4728705,-51030,-1556820
-62,-1922,-14.1902797,-170.4653646,-50220,-1556820
-61,-1922,-14.1902935,-170.4578587,-49410,-1556820
-60,-1922,-14.190307,-170.4503529,-48600,-1556820
-59,-1922,-14.1903203,-170.442847,-47790,-1556820
-58,-1922,-14.1903334,-170.4353411,-46980,-1556820
-57,-1922,-14.1903463,-170.4278353,-46170,-1556820
-56,-1922,-14.1903589,-170.4203294,-45360,-1556820
-55,-1922,-14.1903713,-170.4128235,-44550,-1556820
-54,-1922,-14.1903835,-170.4053177,-43740,-1556820
-53,-1922,-14.1903955,-170.3978118,-42930,-1556820
-52,-1922,-14.1904072,-170.3903059,-42120,-1556820
-51,-1922,-14.1904188,-170.3828001,-41310,-1556820
-50,-1922,-14.1904301,-170.3752942,-40500,-1556820
-49,-1922,-14.1904411,-170.3677883,-39690,-1556820
-48,-1922,-14.190452,-170.3602824,-38880,-1556820
-47,-1922,-14.1904626,-170.3527766,-38070,-1556820
-46,-1922,-14.190473,-170.3452707,-37260,-1556820
-45,-1922,-14.1904832,-170.3377648,-36450,-1556820
-44,-1922,-14.1904932,-170.3302589,-35640,-1556820
-43,-1922,-14.1905029,-170.3227531,-34830,-1556820
-42,-1922,-14.1905124,-170.3152472,-34020,-1556820
-41,-1922,-14.1905217,-170.3077413,-33210,-1556820
-40,-1922,-14.1905307,-170.3002354,-32400,-1556820
-39,-1922,-14.1905396,-170.2927296,-31590,-1556820
-38,-1922,-14.1905482,-170.2852237,-30780,-1556820
-37,-1922,-14.1905566,-170.2777178,-29970,-1556820
-36,-1922,-14.1905648,-170.2702119,-29160,-1556820
-35,-1922,-14.1905727,-170.262706,-28350,-1556820
-34,-1922,-14.1905804,-170.2552002,-27540,-1556820
-33,-1922,-14.1905879,-170.2476943,-26730,-1556820
-32,-1922,-14.1905952,-170.2401884,-25920,-1556820
-31,-1922,-14.1906022,-170.2326825,-25110,-1556820
-30,-1922,-14.1906091,-170.2251766,-24300,-1556820
-29,-1922,-14.1906157,-170.2176707,-23490,-1556820
-28,-1922,-14.190622,-170.2101649,-22680,-1556820
-27,-1922,-14.1906282,-170.202659,-21870,-1556820
-26,-1922,-14.1906341,-170.1951531,-21060,-1556820
-25,-1922,-14.1906398,-170.1876472,-20250,-1556820
-24,-1922,-14.1906453,-170.1801413,-19440,-1556820
-23,-1922,-14.1906506,-170.1726354,-18630,-1556820
-22,-1922,-14.1906556,-170.1651295,-17820,-1556820
-21,-1922,-14.1906604,-170.1576237,-17010,-1556820
-20,-1922,-14.190665,-170.1501178,-16200,-1556820
-19,-1922,-14.1906694,-170.1426119,-15390,-1556820
-18,-1922,-14.1906735,-170.135106,-14580,-1556820
-17,-1922,-14.1906774,-170.1276001,-13770,-1556820
-16,-1922,-14.1906811,-170.1200942,-12960,-1556820
-15,-1922,-14.1906846,-170.1125883,-12150,-1556820
-14,-1922,-14.1906878,-170.1050824,-11340,-1556820
-13,-1922,-14.1906908,-170.0975766,-10530,-1556820
-12,-1922,-14.1906936,-170.0900707,-9720,-1556820
-11,-1922,-14.1906962,-170.0825648,-8910,-1556820
-10,-1922,-14.1906986,-170.0750589,-8100,-1556820
-9,-1922,-14.1907007,-170.067553,-7290,-1556820
-8,-1922,-14.1907026,-170.0600471,-6480,-1556820
-7,-1922,-14.1907043,-170.0525412,-5670,-1556820
-6,-1922,-14.1907057,-170.0450353,-4860,-1556820
-5,-1922,-14.1907069,-170.0375294,-4050,-1556820
-4,-1922,-14.190708,-170.0300236,-3240,-1556820
-3,-1922,-14.1907087,-170.0225177,-2430,-1556820
-2,-1922,-14.1907093,-170.0150118,-1620,-1556820
-1,-1922,-14.1907096,-170.0075059,-810,-1556820
0,-1922,-14.1907097,-170,0,-1556820
1,-1922,-14.1907096,-169.9924941,810,-1556820
2,-1922,-14.1907093,-169.9849882,1620,-1556820
3,-1922,-14.1907087,-169.9774823,2430,-1556820
4,-1922,-14.190708,-169.9699764,3240,-1556820
5,-1922,-14.1907069,-169.9624706,4050,-1556820
6,-1922,-14.1907057,-169.9549647,4860,-1556820
7,-1922,-14.1907043,-169.9474588,5670,-1556820
8,-1922,-14.1907026,-169.9399529,6480,-1556820
9,-1922,-14.1907007,-169.932447,7290,-1556820
10,-1922,-14.1906986,-169.9249411,8100,-1556820
11,-1922,-14.1906962,-169.9174352,8910,-1556820
12,-1922,-14.1906936,-169.9099293,9720,-1556820
13,-1922,-14.1906908,-169.9024234,10530,-1556820
14,-1922,-14.1906878,-169.8949176,11340,-1556820
15,-1922,-14.1906846,-169.8874117,12150,-1556820
16,-1922,-14.1906811,-169.8799058,12960,-1556820
17,-1922,-14.1906774,-169.8723999,13770,-1556820
18,-1922,-14.1906735,-169.864894,14580,-1556820
19,-1922,-14.1906694,-169.8573881,15390,-1556820
20,-1922,-14.190665,-169.8498822,16200,-1556820
21,-1922,-14.1906604,-169.8423763,17010,-1556820
22,-1922,-14.1906556,-169.8348705,17820,-1556820
23,-1922,-14.1906506,-169.8273646,18630,-1556820
24,-1922,-14.1906453,-169.8198587,19440,-1556820
25,-1922,-14.1906398,-169.8123528,20250,-1556820
26,-1922,-14.1906341,-169.8048469,21060,-1556820
27,-1922,-14.1906282,-169.797341,21870,-1556820
28,-1922,-14.190622,-169.7898351,22680,-1556820
29,-1922,-14.1906157,-169.7823293,23490,-1556820
30,-1922,-14.1906091,-169.7748234,24300,-1556820
31,-1922,-14.1906022,-169.7673175,25110,-1556820
32,-1922,-14.1905952,-169.7598116,25920,-1556820
33,-1922,-14.1905879,-169.7523057,26730,-1556820
34,-1922,-14.1905804,-169.7447998,27540,-1556820
35,-1922,-14.1905727,-169.737294,28350,-1556820
36,-1922,-14.1905648,-169.7297881,29160,-1556820
37,-1922,-14.1905566,-169.7222822,29970,-1556820
38,-1922,-14.1905482,-169.7147763,30780,-1556820
39,-1922,-14.1905396,-169.7072704,31590,-1556820
40,-1922,-14.1905307,-169.6997646,32400,-1556820
41,-1922,-14.1905217,-169.6922587,33210,-1556820
42,-1922,-14.1905124,-169.6847528,34020,-1556820
43,-1922,-14.1905029,-169.6772469,34830,-1556820
44,-1922,-14.1904932,-169.6697411,35640,-1556820
45,-1922,-14.1904832,-169.6622352,36450,-1556820
46,-1922,-14.190473,-169.6547293,37260,-1556820
47,-1922,-14.1904626,-169.6472234,38070,-1556820
48,-1922,-14.190452,-169.6397176,38880,-1556820
49,-1922,-14.1904411,-169.6322117,39690,-1556820
50,-1922,-14.1904301,-169.6247058,40500,-1556820
51,-1922,-14.1904188,-169.6171999,41310,-1556820
52,-1922,-14.1904072,-169.6096941,42120,-1556820
53,-1922,-14.1903955,-169.6021882,42930,-1556820
54,-1922,-14.1903835,-169.5946823,43740,-1556820
55,-1922,-14.1903713,-169.5871765,44550,-1556820
56,-1922,-14.1903589,-169.5796706,45360,-1556820
57,-1922,-14.1903463,-169.5721647,46170,-1556820
58,-1922,-14.1903334,-169.5646589,46980,-1556820
59,-1922,-14.1903203,-169.557153,47790,-1556820
60,-1922,-14.190307,-169.5496471,48600,-1556820
61,-1922,-14.1902935,-169.5421413,49410,-1556820
62,-1922,-14.1902797,-169.5346354,50220,-1556820
63,-1922,-14.1902657,-169.5271295,51030,-1556820
64,-1922,-14.1902515,-169.5196237,51840,-1556820
65,-1922,-14.1902371,-169.5121178,52650,-1556820
66,-1922,-14.1902224,-169.504612,53460,-1556820
67,-1922,-14.1902075,-169.4971061,54270,-1556820
68,-1922,-14.1901924,-169.4896002,55080,-1556820
69,-1922,-14.1901771,-169.4820944,55890,-1556820
70,-1922,-14.1901615,-169.4745885,56700,-1556820
71,-1922,-14.1901458,-169.4670827,57510,-1556820
72,-1922,-14.1901298,-169.4595768,58320,-1556820
73,-1922,-14.1901136,-169.452071,59130,-1556820
74,-1922,-14.1900971,-169.4445651,59940,-1556820
75,-1922,-14.1900804,-169.4370593,60750,-1556820
76,-1922,-14.1900635,-169.4295534,61560,-1556820
77,-1922,-14.1900464,-169.4220476,62370,-1556820
78,-1922,-14.1900291,-169.4145417,63180,-1556820
79,-1922,-14.1900115,-169.4070359,63990,-1556820
80,-1922,-14.1899937,-169.39953,64800,-1556820
81,-1922,-14.1899757,-169.3920242,65610,-1556820
82,-1922,-14.1899575,-169.3845183,66420,-1556820
83,-1922,-14.189939,-169.3770125,67230,-1556820
84,-1922,-14.1899203,-169.3695067,68040,-1556820
85,-1922,-14.1899014,-169.3620008,68850,-1556820
86,-1922,-14.1898823,-169.354495,69660,-1556820
87,-1922,-14.189863,-169.3469892,70470,-1556820
88,-1922,-14.1898434,-169.3394833,71280,-1556820
89,-1922,-14.1898236,-169.3319775,72090,-1556820
-113,-1921,-14.1819622,-170.8481362,-91530,-1556010
-112,-1921,-14.1819874,-170.8406306,-90720,-1556010
-111,-1921,-14.1820124,-170.8331251,-89910,-1556010
-110,-1921,-14.1820371,-170.8256195,-89100,-1556010
-109,-1921,-14.1820616,-170.8181139,-88290,-1556010
-108,-1921,-14.1820859,-170.8106083,-87480,-1556010
-107,-1921,-14.1821099,-170.8031028,-86670,-1556010
-106,-1921,-14.1821337,-170.7955972,-85860,-1556010
-105,-1921,-14.1821573,-170.7880916,-85050,-1556010
-104,-1921,-14.1821807,-170.780586,-84240,-1556010
-103,-1921,-14.1822039,-170.7730804,-83430,-1556010
-102,-1921,-14.1822268,-170.7655748,-82620,-1556010
-101,-1921,-14.1822495,-170.7580693,-81810,-1556010
-100,-1921,-14.182272,-170.7505637,-81000,-1556010
-99,-1921,-14.1822943,-170.7430581,-80190,-1556010
-98,-1921,-14.1823163,-170.7355525,-79380,-1556010
-97,-1921,-14.1823381,-170.7280469,-78570,-1556010
-96,-1921,-14.1823597,-170.7205413,-77760,-1556010
-95,-1921,-14.1823811,-170.7130357,-76950,-1556010
-94,-1921,-14.1824022,-170.7055301,-76140,-1556010
-93,-1921,-14.1824232,-170.6980245,-75330,-1556010
-92,-1921,-14.1824439,-170.6905189,-74520,-1556010
-91,-1921,-14.1824643,-170.6830133,-73710,-1556010
-90,-1921,-14.1824846,-170.6755077,-72900,-1556010
-89,-1921,-14.1825046,-170.6680021,-72090,-1556010
-88,-1921,-14.1825244,-170.6604965,-71280,-1556010
-87,-1921,-14.182544,-170.6529909,-70470,-1556010
-86,-1921,-14.1825633,-170.6454853,-69660,-1556010
-85,-1921,-14.1825825,-170.6379797,-68850,-1556010
-84,-1921,-14.1826014,-170.6304741,-68040,-1556010
-83,-1921,-14.1826201,-170.6229684,-67230,-1556010
-82,-1921,-14.1826385,-170.6154628,-66420,-1556010
-81,-1921,-14.1826567,-170.6079572,-65610,-1556010
-80,-1921,-14.1826748,-170.6004516,-64800,-1556010
-79,-1921,-14.1826925,-170.592946,-63990,-1556010
-78,-1921,-14.1827101,-170.5854404,-63180,-1556010
-77,-1921,-14.1827275,-170.5779348,-62370,-1556010
-76,-1921,-14.1827446,-170.5704291,-61560,-1556010
-75,-1921,-14.1827615,-170.5629235,-60750,-1556010
-74,-1921,-14.1827781,-170.5554179,-59940,-1556010
-73,-1921,-14.1827946,-170.5479123,-59130,-1556010
-72,-1921,-14.1828108,-170.5404067,-58320,-1556010
-71,-1921,-14.1828268,-170.532901,-57510,-1556010
-70,-1921,-14.1828426,-170.5253954,-56700,-1556010
-69,-1921,-14.1828581,-170.5178898,-55890,-1556010
-68,-1921,-14.1828734,-170.5103841,-55080,-1556010
-67,-1921,-14.1828885,-170.5028785,-54270,-1556010
-66,-1921,-14.1829034,-170.4953729,-53460,-1556010
-65,-1921,-14.1829181,-170.4878673,-52650,-1556010
-64,-1921,-14.1829325,-170.4803616,-51840,-1556010
-63,-1921,-14.1829467,-170.472856,-51030,-1556010
-62,-1921,-14.1829607,-170.4653504,-50220,-1556010
-61,-1921,-14.1829745,-170.4578447,-49410,-1556010
-60,-1921,-14.182988,-170.4503391,-48600,-1556010
-59,-1921,-14.1830013,-170.4428335,-47790,-1556010
-58,-1921,-14.1830144,-170.4353278,-46980,-1556010
-57,-1921,-14.1830273,-170.4278222,-46170,-1556010
-56,-1921,-14.1830399,-170.4203166,-45360,-1556010
-55,-1921,-14.1830523,-170.4128109,-44550,-1556010
-54,-1921,-14.1830645,-170.4053053,-43740,-1556010
-53,-1921,-14.1830765,-170.3977996,-42930,-1556010
-52,-1921,-14.1830882,-170.390294,-42120,-1556010
-51,-1921,-14.1830998,-170.3827884,-41310,-1556010
-50,-1921,-14.1831111,-170.3752827,-40500,-1556010
-49,-1921,-14.1831221,-170.3677771,-39690,-1556010
-48,-1921,-14.183133,-170.3602714,-38880,-1556010
-47,-1921,-14.1831436,-170.3527658,-38070,-1556010
-46,-1921,-14.183154,-170.3452601,-37260,-1556010
-45,-1921,-14.1831642,-170.3377545,-36450,-1556010
-44,-1921,-14.1831742,-170.3302488,-35640,-1556010
-43,-1921,-14.1831839,-170.3227432,-34830,-1556010
-42,-1921,-14.1831934,-170.3152375,-34020,-1556010
-41,-1921,-14.1832027,-170.3077319,-33210,-1556010
-40,-1921,-14.1832117,-170.3002263,-32400,-1556010
-39,-1921,-14.1832206,-170.2927206,-31590,-1556010
-38,-1921,-14.1832292,-170.285215,-30780,-1556010
-37,-1921,-14.1832376,-170.2777093,-29970,-1556010
-36,-1921,-14.1832458,-170.2702037,-29160,-1556010
-35,-1921,-14.1832537,-170.262698,-28350,-1556010
-34,-1921,-14.1832614,-170.2551924,-27540,-1556010
-33,-1921,-14.1832689,-170.2476867,-26730,-1556010
-32,-1921,-14.1832762,-170.240181,-25920,-1556010
-31,-1921,-14.1832832,-170.2326754,-25110,-1556010
-30,-1921,-14.1832901,-170.2251697,-24300,-1556010
-29,-1921,-14.1832967,-170.2176641,-23490,-1556010
-28,-1921,-14.183303,-170.2101584,-22680,-1556010
-27,-1921,-14.1833092,-170.2026528,-21870,-1556010
-26,-1921,-14.1833151,-170.1951471,-21060,-1556010
-25,-1921,-14.1833208,-170.1876415,-20250,-1556010
-24,-1921,-14.1833263,-170.1801358,-19440,-1556010
-23,-1921,-14.1833316,-170.1726302,-18630,-1556010
-22,-1921,-14.1833366,-170.1651245,-17820,-1556010
-21,-1921,-14.1833414,-170.1576188,-17010,-1556010
-20,-1921,-14.183346,-170.1501132,-16200,-1556010
-19,-1921,-14.1833504,-170.1426075,-15390,-1556010
-18,-1921,-14.1833545,-170.1351019,-14580,-1556010
-17,-1921,-14.1833584,-170.1275962,-13770,-1556010
-16,-1921,-14.1833621,-170.1200906,-12960,-1556010
-15,-1921,-14.1833656,-170.1125849,-12150,-1556010
-14,-1921,-14.1833688,-170.1050792,-11340,-1556010
-13,-1921,-14.1833718,-170.0975736,-10530,-1556010
-12,-1921,-14.1833746,-170.0900679,-9720,-1556010
-11,-1921,-14.1833772,-170.0825623,-8910,-1556010
-10,-1921,-14.1833796,-170.0750566,-8100,-1556010
-9,-1921,-14.1833817,-170.0675509,-7290,-1556010
-8,-1921,-14.1833836,-170.0600453,-6480,-1556010
-7,-1921,-14.1833853,-170.0525396,-5670,-1556010
-6,-1921,-14.1833867,-170.045034,-4860,-1556010
-5,-1921,-14.183388,-170.0375283,-4050,-1556010
-4,-1921,-14.183389,-170.0300226,-3240,-1556010
-3,-1921,-14.1833897,-170.022517,-2430,-1556010
-2,-1921,-14.1833903,-170.0150113,-1620,-1556010
-1,-1921,-14.1833906,-170.0075057,-810,-1556010
0,-1921,-14.1833907,-170,0,-1556010
1,-1921,-14.1833906,-169.9924943,810,-1556010
2,-1921,-14.1833903,-169.9849887,1620,-1556010
3,-1921,-14.1833897,-169.977483,2430,-1556010
4,-1921,-14.183389,-169.9699774,3240,-1556010
5,-1921,-14.183388,-169.9624717,4050,-1556010
6,-1921,-14.1833867,-169.954966,4860,-1556010
7,-1921,-14.1833853,-169.9474604,5670,-1556010
8,-1921,-14.1833836,-169.9399547,6480,-1556010
9,-1921,-14.1833817,-169.9324491,7290,-1556010
10,-1921,-14.1833796,-169.9249434,8100,-1556010
11,-1921,-14.1833772,-169.9174377,8910,-1556010
12,-1921,-14.1833746,-169.9099321,9720,-1556010
13,-1921,-14.1833718,-169.9024264,10530,-1556010
14,-1921,-14.1833688,-169.8949208,11340,-1556010
15,-1921,-14.1833656,-169.8874151,12150,-1556010
